submission_id,ANorm_drug,ANorm_food,ANorm_matrix,ANorm_superhero,BNorm_drug,BNorm_food,BNorm_matrix,BNorm_superhero,age,comments,compare_drug,compare_food,compare_matrix,compare_superhero,education,experiment_duration,experiment_end_time,experiment_start_time,feedbackTime,gender,languages,options,prolific_pid,prolific_session_id,prolific_study_id,question,response,responseTime
1976,NA,NA,NA,NA,NA,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,-1,female,English,Yes|No|I am not sure,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,3230
1976,NA,NA,NA,NA,NA,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,I drew the office worker card.|Bob drew the beer card.,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,24632
1976,NA,NA,NA,NA,NA,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,I drew the violin card.|Bob drew the guitar card.,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,I won because ,Bob drew the guitar card.,29429
1976,NA,NA,NA,NA,NA,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,I drew the party card.|Bob drew the game card.,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,I lost because ,I drew the party card.,21573
1976,NA,NA,NA,NA,NA,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,I drew the math card.|Bob drew the biology card.,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,I won because ,Bob drew the biology card.,22776
1976,NA,NA,more than 5,NA,NA,NA,less than 5,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,NA,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,NA,NA,27599
1976,less than 5,NA,NA,NA,more than 5,NA,NA,NA,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,NA,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,NA,NA,19964
1976,NA,less than 5,NA,NA,NA,less than 5,NA,NA,68,,,fewer,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,NA,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,NA,NA,30360
1976,NA,NA,NA,less than 5,NA,NA,NA,more than 5,68,,,NA,,,Higher degree,496667,1759915779654,1759915282987,NA,female,English,NA,57dc590ddcda780001a0e157,68e62be16b1b517119a9bc49,68e625d20d644f9679c7d1c3,NA,NA,42668
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,-1,female,English,Yes|No|I am not sure,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,9399
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,-1,female,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,4245
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,-1,female,English,Yes|No|I am not sure,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,4620
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,I drew the violin card.|Bob drew the guitar card.,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,22676
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,I drew the party card.|Bob drew the game card.,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,12626
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,I drew the math card.|Bob drew the biology card.,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,8918
1966,NA,NA,NA,NA,NA,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,I drew the office worker card.|Bob drew the beer card.,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,8469
1966,less than 5,NA,NA,NA,more than 5,NA,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,NA,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,NA,NA,42935
1966,NA,less than 5,NA,NA,NA,more than 5,NA,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,NA,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,NA,NA,27171
1966,NA,NA,NA,less than 5,NA,NA,NA,more than 5,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,NA,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,NA,NA,31312
1966,NA,NA,more than 5,NA,NA,NA,less than 5,NA,53,,,,,,Graduated College,346421,1759915351357,1759915004936,NA,female,English,NA,63c3d40087c635e7f521b300,68e62bc7a66d1042bcf05f0c,68e625d20d644f9679c7d1c3,NA,NA,14721
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,-1,male,English,Yes|No|I am not sure,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,14065
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,5039
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,-1,male,English,Yes|No|I am not sure,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,2973
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,I drew the office worker card.|Bob drew the beer card.,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,13631
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,I drew the violin card.|Bob drew the guitar card.,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,22585
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,I drew the math card.|Bob drew the biology card.,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,9534
1970,NA,NA,NA,NA,NA,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,I drew the party card.|Bob drew the game card.,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,18430
1970,NA,less than 5,NA,NA,NA,less than 5,NA,NA,30,,,same number,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,NA,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,NA,NA,220349
1970,NA,NA,NA,less than 5,NA,NA,NA,more than 5,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,NA,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,NA,NA,25354
1970,less than 5,NA,NA,NA,more than 5,NA,NA,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,NA,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,NA,NA,21320
1970,NA,NA,more than 5,NA,NA,NA,less than 5,NA,30,,,NA,,,Higher degree,587215,1759915529894,1759914942679,NA,male,English,NA,67936ef71361a451201f9717,68e62bbb2dbe01f7b1083478,68e625d20d644f9679c7d1c3,NA,NA,16762
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,-1,male,English,Yes|No|I am not sure,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,12010
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,7214
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,-1,male,English,Yes|No|I am not sure,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,10779
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,I drew the math card.|Bob drew the biology card.,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,17949
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,I drew the violin card.|Bob drew the guitar card.,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,19001
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,I drew the party card.|Bob drew the game card.,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,10123
1971,NA,NA,NA,NA,NA,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,I drew the office worker card.|Bob drew the beer card.,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,13743
1971,NA,NA,NA,5,NA,NA,NA,more than 5,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,NA,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,NA,NA,60061
1971,NA,NA,more than 5,NA,NA,NA,5,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,NA,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,NA,NA,26688
1971,NA,more than 5,NA,NA,NA,5,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,NA,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,NA,NA,19254
1971,5,NA,NA,NA,more than 5,NA,NA,NA,29,,,,,,Higher degree,458926,1759915581027,1759915122101,NA,male,English,NA,62aaea96f2e434cf331b5a66,68e62c5129db4257f9018e66,68e625d20d644f9679c7d1c3,NA,NA,18714
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,-1,female,english,Yes|No|I am not sure,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,11288
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,-1,female,english,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs exactly 2 points to win.,5339
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,-1,female,english,Yes|No|I am not sure,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,7686
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,I drew the violin card.|Bob drew the guitar card.,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,I won because ,Bob drew the guitar card.,19257
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,I drew the party card.|Bob drew the game card.,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,16318
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,I drew the office worker card.|Bob drew the beer card.,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,19550
1967,NA,NA,NA,NA,NA,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,I drew the math card.|Bob drew the biology card.,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,12686
1967,NA,less than 5,NA,NA,NA,5,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,NA,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,NA,NA,37362
1967,NA,NA,NA,less than 5,NA,NA,NA,more than 5,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,NA,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,NA,NA,20384
1967,more than 5,NA,NA,NA,less than 5,NA,NA,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,NA,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,NA,NA,21497
1967,NA,NA,5,NA,NA,NA,less than 5,NA,36,No comments,,,,,Higher degree,399286,1759915432350,1759915033064,NA,female,english,NA,5f3287b83428cb05746e2214,68e62bbaf805ee256ea7015d,68e625d20d644f9679c7d1c3,NA,NA,33991
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,-1,male,English,Yes|No|I am not sure,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,8521
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,2453
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,-1,male,English,Yes|No|I am not sure,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,2249
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,I drew the math card.|Bob drew the biology card.,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,14648
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,I drew the office worker card.|Bob drew the beer card.,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,18094
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,I drew the party card.|Bob drew the game card.,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,I lost because ,I drew the party card.,11370
1968,NA,NA,NA,NA,NA,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,I drew the violin card.|Bob drew the guitar card.,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,10876
1968,NA,NA,less than 5,NA,NA,NA,more than 5,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,NA,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,NA,NA,22991
1968,NA,NA,NA,less than 5,NA,NA,NA,less than 5,36,,,,,same number,Graduated College,250834,1759915447075,1759915196241,NA,male,English,NA,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,NA,NA,23623
1968,NA,less than 5,NA,NA,NA,more than 5,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,NA,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,NA,NA,17009
1968,more than 5,NA,NA,NA,less than 5,NA,NA,NA,36,,,,,NA,Graduated College,250834,1759915447075,1759915196241,NA,male,English,NA,60643e9b1b2e851ff9238862,68e62cb11800f761c79a579c,68e625d20d644f9679c7d1c3,NA,NA,10007
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,-1,male,English,Yes|No|I am not sure,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,8624
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,3593
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,-1,male,English,Yes|No|I am not sure,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,3046
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,I drew the math card.|Bob drew the biology card.,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,24374
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,I drew the office worker card.|Bob drew the beer card.,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,6872
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,I drew the party card.|Bob drew the game card.,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,2765
1969,NA,NA,NA,NA,NA,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,I drew the violin card.|Bob drew the guitar card.,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,2606
1969,NA,less than 5,NA,NA,NA,more than 5,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,NA,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,NA,NA,14975
1969,NA,NA,5,NA,NA,NA,less than 5,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,NA,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,NA,NA,8740
1969,NA,NA,NA,less than 5,NA,NA,NA,more than 5,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,NA,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,NA,NA,8986
1969,5,NA,NA,NA,less than 5,NA,NA,NA,37,,,,,,Higher degree,194880,1759915566268,1759915371388,NA,male,English,NA,5dbf5fe16849043f135aa2c0,68e62cb38899313a514c6bfd,68e625d20d644f9679c7d1c3,NA,NA,4072
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,-1,female,English,Yes|No|I am not sure,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,34997
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,-1,female,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,7410
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,-1,female,English,Yes|No|I am not sure,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,No,8704
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,I drew the violin card.|Bob drew the guitar card.,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,28262
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,I drew the office worker card.|Bob drew the beer card.,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the beer card.,20725
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,I drew the party card.|Bob drew the game card.,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,I lost because ,Bob drew the game card.,20278
1974,NA,NA,NA,NA,NA,NA,NA,NA,40,,NA,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,I drew the math card.|Bob drew the biology card.,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,10751
1974,less than 5,NA,NA,NA,less than 5,NA,NA,NA,40,,same number,NA,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,NA,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,NA,NA,30160
1974,NA,NA,less than 5,NA,NA,NA,less than 5,NA,40,,NA,NA,same number,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,NA,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,NA,NA,22776
1974,NA,less than 5,NA,NA,NA,less than 5,NA,NA,40,,NA,same number,NA,NA,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,NA,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,NA,NA,22633
1974,NA,NA,NA,less than 5,NA,NA,NA,less than 5,40,,NA,NA,NA,more,Graduated High-school,681742,1759915687150,1759915005408,NA,female,English,NA,5f46c67a25a21808e955969a,68e62bf825ba0c577ed60509,68e625d20d644f9679c7d1c3,NA,NA,32807
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,-1,male,English,Yes|No|I am not sure,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,Is it possible that Bob draws a violin card from his deck?,No,13754
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,-1,male,English,Alice needs exactly 2 points to win.|Alice needs at least 1 point to win.,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,"In the previous question, what was the winning rule for Alice?",Alice needs at least 1 point to win.,4001
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,-1,male,English,Yes|No|I am not sure,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,Does Alice know how many guitar cards Bob has in his deck?,Yes,4202
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,NA,male,English,I drew the office worker card.|Bob drew the beer card.,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,I lost because ,I drew the office worker card.,74226
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,NA,male,English,I drew the party card.|Bob drew the game card.,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,I lost because ,I drew the party card.,42633
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,NA,male,English,I drew the violin card.|Bob drew the guitar card.,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,I won because ,I drew the violin card.,21082
1975,NA,NA,NA,NA,NA,NA,NA,NA,45,Completed on laptop and encountered no technical issues. Thank you.,NA,,,,Graduated College,563302,1759915704152,1759915140850,NA,male,English,I drew the math card.|Bob drew the biology card.,5d4c217a97d8a600013b46cf,68e62c3ae8fc5de4d41fad80,68e625d20d644f9679c7d1c3,I won because ,I drew the math card.,16498
